incident_id,incident_url,incident_type,incident_name,incident_date_created,incident_date_extinguished,incident_date_last_update,incident_dateonly_extinguished,incident_dateonly_created,incident_is_final,is_active,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_longitude,incident_latitude,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,calfire_incident,notification_desired,Fire_Duration,log_acres_burned,wind_temp,elevation,landcover,aspect,slope,uid,min_temp,max_temp,avg_temp,avg_windspeed,avg_precipitation,FIRE_NAME,ALARM_DATE,GIS_ACRES,CAUSE,Year_Started,ndvi,avg_pdsi,avg_spi30d,fuel_type,cause_description,ndmi
abc61995-8bea-4be1-aa49-ee378ab3baaa,https://www.fire.ca.gov/incidents/2013/5/27/white-fire/,,white,2013-05-27 14:45:00+00:00,2013-05-30 19:30:00+00:00,2013-05-30T19:30:00Z,5/30/13,5/27/13,Y,N,USFS Los Padres National Forest,,Santa Barbara,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",-119.82429,34.55048,1984,100,,USFS Los Padres National Forest,False,False,3,7.593374193,532.8941319,293.0,71.0,163.0,4.0,abc61995-8bea-4be1-aa49-ee378ab3baaawhite,14.3,25.7,19.25833333,27.67083333,0.0,white,5/27/13,1912.05,4,2013,0.04947829,-1.00000001,-0.283333324,Grassland,Recreation/cultural activities,-0.020316163077950478
794412f2-1ba2-4217-ac38-49272a96fb6f,https://www.fire.ca.gov/incidents/2013/5/28/magic-fire/,,magic,2013-05-28 11:30:00+00:00,2013-05-29 15:30:00+00:00,2013-05-29T15:30:00Z,5/29/13,5/28/13,Y,N,Los Angeles County Fire Department,,Los Angeles,off Magic Mtn Parkway in Valencia,-118.58688,34.419284,149,100,,Los Angeles County Fire Department,True,False,1,5.010635294,130.5214106,372.0,52.0,41.0,13.0,794412f2-1ba2-4217-ac38-49272a96fb6fmagic,14.2,31.5,22.56041667,5.785416667,0.0,magic,5/28/13,145.1069,2,2013,-0.020826221,-2.25999999,-0.366666677,Shrubland,Equipment/vehicles,0.09025747328996658
213dc89e-9f29-4480-91a6-aec5fb694999,https://www.fire.ca.gov/incidents/2013/6/1/branch-fire/,,branch,2013-06-01 17:27:00+00:00,2013-06-03 18:30:00+00:00,2013-06-03T18:30:00Z,6/3/13,6/1/13,Y,N,Los Padres National Forest,,San Luis Obispo,"west of the Carrizo Plain, Los Padres National Forest",-120.05131,35.15832,500,100,,Los Padres National Forest,False,False,2,6.216606101,151.1866667,825.0,43.0,323.0,28.0,213dc89e-9f29-4480-91a6-aec5fb694999branch,12.1,33.7,23.2,6.516666667,0.0,branch,6/1/13,489.5211,9,2013,0.125407925,-1.328333338,0.128333334,Forest,Miscellaneous/other,-0.00035387492971494794
1a5192f1-bc99-4130-8683-381e0534b76a,https://www.fire.ca.gov/incidents/2013/6/3/lone-fire/,,lone,2013-06-03 13:49:00+00:00,2013-06-03 20:00:00+00:00,2013-06-03T20:00:00Z,6/3/13,6/3/13,Y,N,CAL FIRE Butte Unit,,Butte,Palermo Road and Lone Tree Road near Palermo,-121.576804,39.434183,298,100,All road closures have been lifted.,"CAL FIRE Butte Unit, CAL FIRE, El Medio Fire, Chico Fire Dept, Oroville Fire Dept, Butte Co. Sheriff's Dept, Butte Co. Public Works, PG&E and CHP",True,False,0,5.700443573,158.390625,42.0,21.0,90.0,1.0,1a5192f1-bc99-4130-8683-381e0534b76alone,18.0,38.6,29.0625,5.45,0.0,lone,6/3/13,224.9926,2,2013,0.064002709,1.538333317,-0.366666665,Urban,Equipment/vehicles,-0.10349561274051666
bf37805e-1cc2-4208-9972-753e47874c87,https://www.fire.ca.gov/incidents/2013/5/30/powerhouse-fire/,,powerhouse,2013-05-30 15:28:00+00:00,2013-06-08 18:30:00+00:00,2013-06-08T18:30:00Z,6/8/13,5/30/13,Y,N,USFS Angeles National Forest/Los Angeles County/CAL FIRE,,Los Angeles,Angeles National Forest,-118.423176,34.585595,30274,100,,USFS Angeles National Forest/Los Angeles County/CAL FIRE,True,False,9,10.31807757,124.4092743,814.0,52.0,302.0,15.0,bf37805e-1cc2-4208-9972-753e47874c87powerhouse,12.6,35.6,22.10083333,5.629166667,0.0,powerhouse,5/30/13,30267.69,9,2013,-0.03335557,-1.464999994,-0.430000005,Shrubland,Miscellaneous/other,0.057307034730911255
e9505435-e861-4f33-9069-b0040fb2a135,https://www.fire.ca.gov/incidents/2013/6/8/viper-fire/,,viper,2013-06-08 15:37:00+00:00,2013-06-08 19:00:00+00:00,2013-06-08T19:00:00Z,6/8/13,6/8/13,Y,N,CAL FIRE/Riverside County Fire,,Riverside,"off San Timoteo Canyon Rd and Viper Rd, north of Moreno Valley",-117.1265,33.96936,42,100,,CAL FIRE/Riverside County Fire,True,False,0,3.761200116,132.2901042,666.0,52.0,336.0,11.0,e9505435-e861-4f33-9069-b0040fb2a135viper,16.6,29.7,23.72916667,5.575,0.0,viper,6/8/13,40.46907,9,2013,0.012505042,-1.501666685,0.084999995,Shrubland,Miscellaneous/other,-0.01955827698111534
bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,https://www.fire.ca.gov/incidents/2013/6/16/carstens-fire/,,carstens,2013-06-16 14:12:00+00:00,2013-06-26 11:15:00+00:00,2013-06-26T11:15:00Z,6/26/13,6/16/13,Y,N,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,,Mariposa,"Off Carstens Road, east of 140 in the Midpines area.",-119.91071,37.58202,1708,100,,"CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest , CAL FIRE, US Forest Service, California Highway Patrol, National Park Service, Mariposa County, Mariposa County Fire, Mariposa County Sheriff.",True,False,9,7.443663683,128.1294508,1054.0,42.0,187.0,9.0,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1carstens,7.8,28.6,18.68333333,6.857954545,0.017045455,carstens,6/16/13,1707.613,4,2013,0.018848701,0.963333348,-0.264999997,Forest,Recreation/cultural activities,0.10687463730573654
fe47b1c2-b9c0-44be-8d10-f270056db35c,https://www.fire.ca.gov/incidents/2013/6/13/pfe-fire/,,pfe,2013-06-13 11:28:00+00:00,2013-06-13 14:15:00+00:00,2013-06-13T14:15:00Z,6/13/13,6/13/13,Y,N,CAL FIRE/Placer County Fire,,Placer,"PFE Road and Watt Avenue, West Roseville",-121.380862,38.729297,237,100,,CAL FIRE/Placer County Fire,True,False,0,5.472270674,187.24625,28.0,71.0,308.0,2.0,fe47b1c2-b9c0-44be-8d10-f270056db35cpfe,13.1,31.7,22.975,8.15,0.0,pfe,6/13/13,179.7226,14,2013,0.857884895,1.826666653,-0.221666665,Grassland,Unknown (Human),-0.062181390821933746
05d0fed7-8502-4a6f-9c5c-b9cee0e75408,https://www.fire.ca.gov/incidents/2013/6/16/rolling-fire/,,rolling,2013-06-16 18:17:00+00:00,2013-06-18 19:30:00+00:00,2022-10-24T11:42:08Z,6/18/13,6/16/13,Y,N,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off Hwy 41 & Road 145, northwest of Friant ",-119.78106,37.015575,480,100,,CAL FIRE Madera-Mariposa-Merced Unit,True,False,2,6.17586727,314.2036574,150.0,71.0,0.0,0.0,05d0fed7-8502-4a6f-9c5c-b9cee0e75408rolling,16.1,33.9,25.05833333,12.53888889,0.0,rolling,6/16/13,481.9571,10,2013,0.093561687,-0.789999992,-0.155000001,Grassland,Fireworks,-0.0389099083840847
15e7e15d-f707-473e-b0f3-6534cfd845b7,https://www.fire.ca.gov/incidents/2013/6/17/sierra-fire/,,sierra,2013-06-17 14:41:00+00:00,2013-06-19 08:45:00+00:00,2013-06-19T08:45:00Z,6/19/13,6/17/13,Y,N,CAL FIRE/Fresno County Fire,,Fresno,"Black Mountain Road at Lodge Road near Sierra High School, southeast of Auberry",-119.463757,37.03087,46,100,,CAL FIRE/Fresno County Fire,True,False,1,3.850147602,185.7609992,584.0,42.0,309.0,1.0,15e7e15d-f707-473e-b0f3-6534cfd845b7sierra,12.4,30.4,21.18611111,8.768055556,0.0,sierra,6/17/13,45.56087,2,2013,0.003361345,-0.680000007,-0.264999998,Forest,Equipment/vehicles,0.1559271514415741
23ec2f69-da30-4983-80c2-1f04bfea6f9a,https://www.fire.ca.gov/incidents/2013/6/25/george-fire/,,george,2013-06-25 13:36:00+00:00,2013-06-25 17:15:00+00:00,2013-06-25T17:15:00Z,6/25/13,6/25/13,Y,N,CAL FIRE/Fresno County Fire,,Fresno,off Bronco Lane in Squaw Valley,-119.2248,36.7218,150,100,,CAL FIRE/Fresno County Fire,True,False,0,5.017279837,101.7651736,509.0,71.0,0.0,3.0,23ec2f69-da30-4983-80c2-1f04bfea6f9ageorge,15.5,29.8,21.84583333,4.658333333,0.0,george,6/25/13,117.7576,14,2013,-0.012962963,-0.889999986,-0.220000001,Grassland,Unknown (Human),0.17460687458515167
d489b45e-dcba-4eaa-8bb5-6a23255562da,https://www.fire.ca.gov/incidents/2013/6/20/mount-fire/,,mount,2013-06-20 14:29:00+00:00,2013-06-20 13:15:00+00:00,2013-06-20T13:15:00Z,6/20/13,6/20/13,Y,N,CAL FIRE Sanoma-Lake-Napa Unit,,Lake,"Off Konocti Rd & Oak Hills Ln, east of Kelseyville",-122.81796,38.98058,25,100,,CAL FIRE Sanoma-Lake-Napa Unit,True,False,-1,3.258096538,167.7532986,447.0,71.0,142.0,6.0,d489b45e-dcba-4eaa-8bb5-6a23255562damount,9.6,27.3,18.05416667,9.291666667,0.0,mount,6/20/13,35.05123,2,2013,0.722782793,1.641666651,-0.226666665,Grassland,Equipment/vehicles,-0.03755700960755348
6011819c-19ac-46c2-aa48-0ee8be0e48c0,https://www.fire.ca.gov/incidents/2013/6/28/mills-fire/,,mills,2013-06-28 14:30:00+00:00,2013-07-01 06:00:00+00:00,2022-10-24T11:35:12Z,7/1/13,6/28/13,Y,N,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,,San Bernardino,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",-117.048397,34.071556,534,100,,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,True,False,2,6.282266747,157.4975391,852.0,52.0,233.0,15.0,6011819c-19ac-46c2-aa48-0ee8be0e48c0mill,20.4,39.8,29.62916667,5.315625,0.015625,mill,6/28/13,534.2628,7,2013,0.033663366,-1.873333335,-0.069999998,Shrubland,Incendiary (unlawful),-0.02165762148797512
58317b8d-7f4d-466f-b2c7-035c25fb00f0,https://www.fire.ca.gov/incidents/2013/6/29/freeman-fire/,,freeman,2013-06-29 14:09:00+00:00,2013-06-29 18:30:00+00:00,2013-06-29T18:30:00Z,6/29/13,6/29/13,Y,N,CAL FIRE San Benito-Monterey Unit ,,Monterey,"off Hwy 198, 10 miles east of King City",-120.8973,36.1531,105,100,,CAL FIRE San Benito-Monterey Unit ,True,False,0,4.663439094,223.812309,370.0,52.0,279.0,37.0,58317b8d-7f4d-466f-b2c7-035c25fb00f0freeman,22.1,41.0,31.95416667,7.004166667,0.0,freeman,6/29/13,105.2913,10,2013,0.149452501,-1.483333349,-0.156666667,Shrubland,Fireworks,-0.06383108347654343
